iter	Passed	Remaining
1174	745382	5598298
1175	745902	5596802
1176	746561	5596354
1177	747087	5594912
1178	747741	5594423
1179	748491	5594654
1180	749174	5594386
1181	749924	5594614
1182	750499	5593533
1183	751121	5592813
1184	751910	5593324
1185	752558	5592790
1186	753261	5592665
1187	753896	5592032
1188	754479	5591016
1189	755154	5590683
1190	755743	5589709
1191	756415	5589355
1192	757012	5588440
1193	757727	5588399
1194	758405	5588087
1195	758881	5586279
1196	759623	5586440
1197	760229	5585590
1198	760836	5584755
1199	761471	5584125
1200	762174	5583993
1201	762696	5582529
1202	763357	5582093
1203	764070	5582027
1204	764708	5581419
1205	765245	5580075
1206	765995	5580277
1207	766807	5580939
1208	767502	5580738
1209	768119	5579974
1210	768822	5579839
1211	769459	5579218
1212	770155	5579023
1213	770778	5578300
1214	771316	5576970
1215	771872	5575761
1216	772417	5574483
1217	772877	5572586
1218	773425	5571330
1219	773987	5570174
1220	774784	5570703
1221	775385	5569833
1222	776127	5569965
1223	776813	5569703
1224	777398	5568711
1225	778031	5568067
1226	778711	5567758
1227	779355	5567185
1228	780049	5566974
1229	780706	5566503
1230	781350	5565934
1231	781973	5565214
1232	782466	5563568
1233	783212	5563727
1234	783947	5563804
1235	784641	5563588
1236	785333	5563361
1237	786016	5563068
1238	786739	5563054
1239	787451	5562964
1240	788088	5562343
1241	788583	5560718
1242	789162	5559688
1243	789669	5558158
1244	790229	5556995
1245	790748	5555548
1246	791379	5554886
1247	792075	5554680
1248	792752	5554343
1249	793273	5552913
1250	793892	5552169
1251	794348	5550285
1252	795032	5549999
1253	795566	5548663
1254	796130	5547542
1255	796784	5547044
1256	797434	5546515
1257	798025	5545576
1258	798660	5544946
1259	799320	5544491
1260	799984	5544065
1261	800467	5542383
1262	800981	5540914
1263	801615	5540278
1264	802369	5540472
1265	802971	5539616
1266	803651	5539294
1267	804313	5538854
1268	804929	5538092
1269	805546	5537341
1270	806135	5536391
1271	806633	5534826
1272	807214	5533823
1273	807949	5533882
1274	808505	5532713
1275	809076	5531646
1276	809715	5531045
1277	810334	5530310
1278	810975	5529723
1279	811596	5528999
1280	812163	5527913
1281	812824	5527458
1282	813420	5526570
1283	814185	5526823
1284	814795	5526027
1285	815463	5525618
1286	816043	5524623
1287	816597	5523443
1288	817244	5522900
1289	817864	5522173
1290	818415	5520976
1291	819000	5520012
1292	819567	5518929
1293	820310	5519027
1294	821006	5518809
1295	821547	5517552
1296	822229	5517242
1297	822917	5516973
1298	823446	5515632
1299	824030	5514667
1300	824769	5514736
1301	825347	5513726
