iter	RMSE
369	4.091461319
370	4.09065499
371	4.08949191
372	4.088708399
373	4.087653314
374	4.087067002
375	4.086175401
376	4.085138173
377	4.084386346
378	4.083366407
379	4.082109454
380	4.081278669
381	4.080540155
382	4.079531861
383	4.078649035
384	4.077726164
385	4.076717737
386	4.075940847
387	4.074909852
388	4.074118475
389	4.0731472
390	4.072432284
391	4.071536281
392	4.070478432
393	4.069572565
394	4.068694705
395	4.067985578
396	4.067172628
397	4.066327364
398	4.065217182
399	4.064501223
400	4.063841433
401	4.062943771
402	4.062047645
403	4.061313185
404	4.060391808
405	4.059438882
406	4.058665996
407	4.057772391
408	4.056975997
409	4.056209555
410	4.055316257
411	4.054425245
412	4.053029362
413	4.052165074
414	4.051403186
415	4.050672568
416	4.049846963
417	4.049035301
418	4.048221293
419	4.04744968
420	4.046565046
421	4.04574968
422	4.044728858
423	4.044045296
424	4.043394522
425	4.042667667
426	4.041743087
427	4.040938411
428	4.040141699
429	4.039297186
430	4.038368896
431	4.03749563
432	4.036732645
433	4.035614289
434	4.034880596
435	4.034199868
436	4.03345551
437	4.032706172
438	4.031620977
439	4.030989267
440	4.030117631
441	4.029375133
442	4.028726132
443	4.028050781
444	4.027274474
445	4.026632515
446	4.02567953
447	4.024775631
448	4.023675208
449	4.022466665
450	4.021887536
451	4.021160863
452	4.020393847
453	4.019550356
454	4.018621396
455	4.017884257
456	4.017195486
457	4.016416886
458	4.015463288
459	4.014670385
460	4.013920049
461	4.013057537
462	4.012438067
463	4.011670454
464	4.01089428
465	4.01023684
466	4.009325873
467	4.008730439
468	4.007956515
469	4.007065051
470	4.006253887
471	4.005594753
472	4.004912986
473	4.00429431
474	4.003794999
475	4.003054876
476	4.002333062
477	4.001530171
478	4.000852514
479	4.000154669
480	3.999449872
481	3.998764494
482	3.998052709
483	3.997128562
484	3.996617778
485	3.995868391
486	3.99521463
487	3.994635174
488	3.994086468
489	3.99346767
490	3.992927381
491	3.99207606
492	3.991318257
493	3.990660847
494	3.989886187
495	3.98924279
496	3.988464273
497	3.987956168
498	3.987124608
499	3.986467816
500	3.985890796
501	3.985234718
502	3.984606984
503	3.983785311
504	3.983155627
505	3.982519178
506	3.981792253
507	3.981220915
508	3.980569201
509	3.980078371
510	3.979364058
511	3.978962203
512	3.978203823
513	3.977648011
514	3.976794417
515	3.976021596
516	3.974875435
517	3.97420175
518	3.973572981
519	3.972965765
520	3.972319017
521	3.971888056
522	3.971096138
523	3.970509594
524	3.96970794
525	3.969098375
526	3.968417243
527	3.967823063
528	3.967233329
529	3.966627277
530	3.965743492
531	3.965175921
532	3.964651656
533	3.963982375
534	3.962932631
535	3.962380396
536	3.961846034
537	3.961100023
538	3.960375493
539	3.959673995
540	3.959315854
541	3.958641567
542	3.958182358
543	3.957188514
544	3.956546407
545	3.955706573
546	3.954927786
547	3.954243015
548	3.953806277
549	3.953322072
550	3.952717333
551	3.952034732
552	3.951436228
553	3.950724754
554	3.950198409
555	3.949739633
556	3.949093755
557	3.948500185
558	3.947896467
559	3.94734739
560	3.94669889
561	3.946196714
562	3.945572559
563	3.94507564
564	3.944276352
565	3.943543775
566	3.943107779
567	3.942507458
568	3.941839446
569	3.941273597
570	3.940748514
571	3.940334554
572	3.939522388
573	3.938944269
574	3.938483676
575	3.937922662
576	3.937439072
577	3.936749484
578	3.936076422
579	3.935382976
580	3.934859341
581	3.934315633
582	3.933879995
583	3.933258148
584	3.932614318
585	3.932136832
586	3.931775652
587	3.931141821
588	3.930383705
589	3.929710869
590	3.929150901
591	3.928595494
592	3.927891983
593	3.92729919
594	3.926875473
595	3.926380698
596	3.925303698
597	3.924707226
598	3.923925326
599	3.923423585
600	3.922863791
601	3.922337613
602	3.921824974
603	3.921279974
604	3.920899611
605	3.920364415
606	3.919775092
607	3.919288948
608	3.918667369
609	3.917950518
610	3.917499187
611	3.916906387
612	3.916445559
613	3.915898919
614	3.915313882
615	3.914492853
616	3.914078752
617	3.913554209
618	3.912997314
619	3.91253992
620	3.911967997
621	3.911525929
622	3.911043639
623	3.910494951
624	3.909926126
625	3.909408539
626	3.908949266
627	3.90856472
628	3.908080869
629	3.907498616
630	3.906876958
631	3.90622456
632	3.905769504
633	3.905242782
634	3.904775516
635	3.904175626
636	3.903818762
637	3.903332797
638	3.903010275
639	3.902353361
640	3.901784563
641	3.901143497
642	3.900431073
643	3.899918425
644	3.899472397
645	3.899086926
646	3.898524425
647	3.898115951
648	3.897605791
649	3.897179346
650	3.896582307
651	3.896097019
652	3.895695164
653	3.89492358
654	3.894348976
655	3.893758686
656	3.893229116
657	3.892797826
658	3.892408672
659	3.891974629
660	3.891455046
661	3.890727325
662	3.890005082
663	3.88961176
664	3.889163535
665	3.888796196
666	3.888436121
667	3.88793662
668	3.88753535
669	3.887036074
670	3.88661254
671	3.886092271
672	3.885627718
673	3.885028176
674	3.884188392
675	3.883796751
676	3.883203595
677	3.882861999
678	3.88242317
679	3.881869587
680	3.881481345
681	3.881089165
682	3.880630387
683	3.880042685
684	3.87970152
685	3.87907564
686	3.878624845
687	3.878260595
688	3.877876421
689	3.877462749
690	3.877038142
691	3.876706534
692	3.876147465
693	3.875764544
694	3.875313716
695	3.87492076
696	3.874461206
697	3.874013936
698	3.87370364
699	3.873110737
700	3.872693254
701	3.872159596
702	3.871694965
703	3.871405793
704	3.870759004
705	3.87041574
706	3.869978883
707	3.869448369
708	3.868853061
709	3.868404669
710	3.868057309
711	3.867379002
712	3.867065857
713	3.866529551
714	3.866212531
715	3.865662122
716	3.865207632
717	3.86465589
718	3.864264013
719	3.863836528
720	3.863324049
721	3.862979317
722	3.8623829
723	3.861988777
724	3.861602975
725	3.860903852
726	3.86056995
727	3.860151815
728	3.859806351
729	3.859412892
730	3.858970352
731	3.858447067
732	3.857938149
733	3.857545327
734	3.857166501
735	3.856790728
736	3.856331821
737	3.855935758
738	3.855378285
739	3.855050377
740	3.854737293
741	3.854249822
742	3.853825321
743	3.853418745
744	3.853041632
745	3.852631737
746	3.852108803
747	3.851714043
748	3.851307342
749	3.850890313
750	3.850456468
751	3.850044729
752	3.849653347
753	3.849242565
754	3.848600431
755	3.848221101
756	3.847910413
757	3.846918394
758	3.846668783
759	3.846316166
760	3.845874492
761	3.845429784
762	3.845027321
763	3.844629039
764	3.844350864
765	3.84389357
766	3.843465401
767	3.843086759
768	3.84247738
769	3.841999056
770	3.841586512
771	3.841139106
772	3.840699979
773	3.840356925
774	3.83991436
775	3.839576781
776	3.83915707
777	3.838653768
778	3.838140338
779	3.837799842
780	3.837411323
781	3.837050626
782	3.836728498
783	3.836302374
784	3.835871747
785	3.835574328
786	3.835236348
787	3.83469985
788	3.834283619
789	3.833885851
790	3.833371663
791	3.833036114
792	3.832669103
793	3.83229123
794	3.831948604
795	3.83151646
796	3.831117454
797	3.830826415
798	3.830416405
799	3.829851861
800	3.829418237
801	3.829055456
802	3.828767239
803	3.828451501
804	3.828008153
805	3.82762166
806	3.827121423
807	3.826863353
808	3.826548866
809	3.826186698
810	3.825773852
811	3.825394487
812	3.825147904
813	3.824754252
814	3.82437985
815	3.823797208
816	3.823398137
817	3.82306442
818	3.822773251
819	3.822477953
820	3.821997486
821	3.821729132
822	3.821396711
823	3.821017933
824	3.820550812
825	3.820279572
826	3.819730864
827	3.819448733
828	3.819055894
829	3.818620173
830	3.818146502
831	3.81782285
832	3.817422778
833	3.817117497
834	3.816687097
835	3.816385656
836	3.815925075
837	3.815647263
838	3.815351668
839	3.815067746
840	3.814687977
841	3.814298664
842	3.813840958
843	3.813508758
844	3.813244648
845	3.812943832
846	3.812533634
847	3.812202937
848	3.811778411
849	3.811448514
850	3.811058501
851	3.810773124
852	3.81049057
853	3.810114045
854	3.809656633
855	3.809329656
856	3.80901222
857	3.808717248
858	3.808499604
859	3.808190418
860	3.807781311
861	3.807380601
862	3.806904946
863	3.806496815
864	3.806195761
865	3.805808994
866	3.805431696
867	3.805137709
868	3.804907657
869	3.804628853
870	3.804364723
871	3.804077007
872	3.803656851
873	3.803387794
874	3.803048972
875	3.802609196
876	3.802240536
877	3.801800897
878	3.801481177
879	3.801142608
880	3.800721646
881	3.800398659
882	3.79988751
883	3.799400763
884	3.798873024
885	3.798586061
886	3.798318761
887	3.798047397
888	3.797777386
889	3.797461182
890	3.797202113
891	3.796874285
892	3.796535929
893	3.795963725
894	3.795593041
895	3.795216029
896	3.794778797
897	3.794488398
898	3.794013924
899	3.793557737
900	3.792980082
901	3.792760664
902	3.792476969
903	3.791885342
904	3.791540689
905	3.791200443
906	3.790862727
907	3.79061246
908	3.79017947
909	3.789763964
910	3.789414493
911	3.78911827
912	3.788773143
913	3.788482798
914	3.788188638
915	3.787861415
916	3.787600228
917	3.787286697
918	3.786959245
919	3.786671448
920	3.786363527
921	3.785997179
922	3.785651312
923	3.78528487
924	3.784858703
925	3.784604293
926	3.784245945
927	3.783997582
928	3.783560693
929	3.783297881
930	3.782997167
931	3.782669891
932	3.782372328
933	3.782104397
934	3.781747358
935	3.781413579
936	3.78104247
937	3.780757881
938	3.780514679
939	3.780170688
940	3.779868982
941	3.779519263
942	3.779289702
943	3.778965939
944	3.778628661
945	3.778347431
946	3.778033554
947	3.777743991
948	3.777467109
949	3.777106844
950	3.776770757
951	3.776555867
952	3.77625259
953	3.775821745
954	3.775557189
955	3.77523598
956	3.774869875
957	3.774459333
958	3.774181145
959	3.773755048
960	3.773471175
961	3.773164014
962	3.772915254
963	3.77271886
964	3.772411307
965	3.771928831
966	3.771729883
967	3.771464323
968	3.771126658
969	3.770811622
970	3.770533373
971	3.770162696
972	3.76984099
973	3.769547903
974	3.769277718
975	3.768858671
976	3.768618642
977	3.768334003
978	3.768063391
979	3.767595267
980	3.767281621
981	3.76702885
982	3.766731147
983	3.766356793
984	3.766086019
985	3.765647863
986	3.765417887
987	3.765063559
988	3.76479639
989	3.76452223
990	3.764201308
991	3.763907182
992	3.763640111
993	3.763329239
994	3.762988238
995	3.762697162
996	3.7623894
997	3.762074968
998	3.761695745
999	3.761408102
1000	3.761110911
1001	3.760803356
1002	3.760578878
1003	3.760341581
1004	3.759858466
1005	3.759531812
1006	3.759255955
1007	3.758931536
1008	3.758584832
1009	3.758298458
1010	3.758056254
1011	3.757764144
1012	3.757516515
1013	3.75714061
1014	3.756866772
1015	3.756507154
1016	3.756122461
1017	3.755698207
1018	3.75544475
1019	3.7551514
1020	3.754801154
1021	3.754532551
1022	3.754206273
1023	3.753934756
1024	3.753355665
1025	3.753019194
1026	3.752707021
1027	3.752440039
1028	3.752021951
1029	3.751751788
1030	3.751523134
1031	3.751192987
1032	3.750823736
1033	3.750561177
1034	3.750230847
1035	3.749963717
1036	3.749721948
1037	3.749190977
1038	3.748819742
1039	3.748543107
1040	3.748233885
1041	3.747965777
1042	3.74744217
1043	3.747205178
1044	3.74694639
1045	3.74675043
1046	3.746503717
1047	3.746292001
1048	3.745947685
1049	3.745634584
1050	3.745326361
1051	3.744854991
1052	3.744650393
1053	3.744465848
1054	3.744188952
1055	3.743896846
1056	3.743568303
1057	3.743382971
1058	3.743168413
1059	3.742755115
1060	3.742486469
1061	3.742214543
1062	3.741946143
1063	3.741606181
1064	3.741309584
1065	3.740901248
1066	3.740599181
1067	3.740261968
1068	3.739937636
1069	3.739543498
1070	3.739303465
1071	3.739107217
1072	3.738910341
1073	3.738606872
1074	3.738288703
1075	3.737842314
1076	3.737560115
1077	3.737070709
1078	3.736694508
1079	3.736442761
1080	3.736190818
1081	3.735982546
1082	3.735776752
1083	3.735522509
1084	3.735259339
1085	3.734858943
1086	3.734564012
1087	3.734153242
1088	3.733886152
1089	3.73361709
1090	3.733338602
1091	3.732988056
1092	3.732718597
1093	3.732487475
1094	3.732213799
1095	3.732025257
1096	3.731719392
1097	3.731426833
1098	3.731122294
1099	3.730840611
1100	3.73056185
1101	3.730330205
1102	3.730074211
1103	3.729724657
1104	3.729434564
1105	3.729227222
1106	3.728902336
1107	3.728588535
1108	3.728239932
1109	3.727926199
1110	3.727571404
1111	3.727313553
1112	3.72696965
1113	3.726758239
1114	3.726392825
1115	3.726064283
1116	3.725728125
1117	3.725443305
1118	3.725058121
1119	3.724827405
1120	3.72458242
1121	3.724282198
1122	3.72381674
1123	3.723580385
1124	3.723333894
1125	3.723112213
1126	3.72285327
1127	3.722624057
1128	3.722281808
1129	3.722025063
1130	3.721652065
1131	3.721327882
1132	3.720923923
1133	3.720566131
1134	3.720150865
1135	3.719743223
1136	3.719420714
1137	3.71901958
1138	3.718684629
1139	3.718459005
1140	3.71814886
1141	3.717790715
1142	3.717631622
1143	3.717234235
1144	3.717052538
1145	3.716788798
1146	3.716523468
1147	3.716286903
1148	3.715952025
1149	3.71562831
1150	3.71530606
1151	3.715093988
1152	3.71488892
1153	3.714530111
1154	3.714274048
1155	3.714061461
1156	3.713828881
1157	3.713584635
1158	3.713365093
1159	3.71315471
1160	3.712914854
1161	3.7126903
1162	3.712432999
1163	3.71203768
1164	3.711806554
1165	3.711466985
1166	3.711267452
1167	3.710977753
1168	3.71075348
1169	3.710304794
1170	3.71006425
1171	3.7097938
1172	3.709457139
1173	3.70919781
1174	3.708842138
1175	3.708610451
1176	3.708442053
1177	3.708126878
1178	3.707809109
1179	3.707390103
1180	3.707182418
1181	3.706763521
1182	3.706545337
1183	3.706188921
1184	3.705757493
1185	3.705558934
1186	3.705182393
1187	3.704844743
1188	3.704641901
1189	3.704241642
1190	3.703995085
1191	3.703675255
1192	3.703397522
1193	3.703242212
1194	3.70302492
1195	3.702847393
1196	3.702619717
1197	3.702323418
1198	3.701985099
1199	3.701716406
1200	3.701341377
1201	3.701116112
1202	3.70090313
1203	3.700704654
1204	3.700396478
1205	3.700166162
1206	3.699946465
1207	3.699628691
1208	3.699385827
1209	3.699035045
1210	3.698868365
1211	3.698583971
1212	3.698416761
1213	3.698240271
1214	3.698024356
1215	3.697776041
1216	3.697458385
1217	3.697297989
1218	3.697089394
1219	3.696785026
1220	3.696378873
1221	3.696149261
1222	3.695914774
1223	3.695643208
1224	3.695454829
1225	3.695227571
1226	3.694904305
1227	3.6946964
1228	3.694514908
1229	3.694333455
1230	3.693999221
1231	3.693697824
1232	3.693524565
1233	3.693235621
1234	3.692993743
1235	3.692697937
1236	3.692519939
1237	3.692353981
1238	3.692145999
1239	3.691620142
1240	3.691434477
1241	3.691239543
1242	3.691023044
1243	3.690789941
1244	3.69058043
1245	3.690377977
1246	3.690115113
1247	3.689904899
1248	3.689499539
1249	3.689316754
1250	3.689059309
1251	3.688875293
1252	3.688674591
1253	3.688510451
1254	3.6883028
1255	3.687942945
1256	3.687529469
1257	3.687255369
1258	3.687024936
1259	3.686600808
1260	3.686356049
1261	3.686195502
1262	3.686006841
1263	3.685684862
1264	3.685313511
1265	3.685109511
1266	3.684931438
1267	3.684711752
1268	3.684534442
1269	3.684232982
1270	3.683980479
1271	3.683793947
1272	3.683521591
1273	3.683316048
1274	3.683082998
1275	3.682826563
1276	3.682610547
1277	3.682336852
1278	3.68199378
1279	3.681714541
1280	3.681492604
1281	3.681326747
1282	3.681073958
1283	3.680652438
1284	3.680454064
1285	3.680141748
1286	3.679866797
1287	3.679664493
1288	3.679329027
1289	3.679120897
1290	3.678873685
1291	3.678568671
1292	3.67834406
1293	3.678038804
1294	3.677889721
1295	3.677678005
1296	3.677332093
1297	3.677147196
1298	3.676919346
1299	3.67670207
1300	3.676440163
1301	3.676156062
1302	3.675776739
1303	3.675575904
1304	3.675306143
1305	3.675163479
1306	3.674975077
1307	3.67476105
1308	3.674559415
1309	3.674318114
1310	3.674024196
1311	3.673730995
1312	3.673542013
1313	3.673291685
1314	3.673131922
1315	3.672919093
1316	3.672722267
1317	3.672505694
1318	3.672243213
1319	3.671940382
1320	3.671629235
1321	3.671340167
1322	3.671087611
1323	3.67091038
1324	3.670593042
1325	3.670219095
1326	3.669934809
1327	3.669730895
1328	3.669474903
1329	3.669141772
1330	3.66892776
1331	3.668789689
1332	3.668615765
1333	3.668328171
1334	3.668170753
1335	3.667945615
1336	3.66779975
1337	3.667582145
1338	3.667313386
1339	3.667069085
1340	3.666871301
1341	3.666721048
1342	3.666509706
1343	3.666266081
1344	3.666027899
1345	3.665898512
1346	3.665658432
1347	3.665525384
1348	3.665322253
1349	3.665100252
1350	3.664867245
1351	3.664668457
1352	3.664471362
1353	3.66430125
1354	3.664039484
1355	3.663820084
1356	3.663597518
1357	3.663443661
1358	3.663161066
1359	3.66290179
1360	3.662632873
1361	3.662447143
1362	3.662259874
1363	3.662054475
1364	3.661854155
1365	3.661608591
1366	3.661380202
1367	3.66113694
1368	3.660970577
1369	3.660807823
1370	3.660593991
1371	3.660425087
1372	3.660236415
1373	3.660090357
1374	3.659832791
1375	3.659572443
1376	3.659287383
1377	3.659078059
1378	3.658825803
1379	3.658593057
1380	3.658408214
1381	3.658189273
1382	3.657899709
1383	3.657758023
1384	3.65752893
1385	3.657214944
1386	3.656967898
1387	3.656775357
1388	3.656374392
1389	3.656206544
1390	3.656026454
1391	3.655873443
1392	3.655689186
1393	3.655406577
1394	3.655225686
1395	3.65505677
1396	3.654883615
1397	3.654595893
1398	3.654394019
1399	3.654023517
1400	3.653698938
1401	3.6535072
1402	3.653349235
1403	3.653058726
1404	3.652886662
1405	3.65269482
1406	3.652495268
1407	3.652342173
1408	3.652176331
1409	3.6516821
1410	3.651437202
1411	3.651256032
1412	3.651096701
1413	3.650797513
1414	3.65062863
1415	3.650363592
1416	3.650182274
1417	3.650032656
1418	3.649826778
1419	3.649609286
1420	3.649407103
1421	3.649164711
1422	3.648986775
1423	3.648773445
1424	3.648593107
1425	3.648376284
1426	3.648114903
1427	3.647839959
1428	3.647648584
1429	3.647336194
1430	3.647131274
1431	3.646906276
1432	3.646771682
1433	3.646604517
1434	3.646379911
1435	3.646132368
1436	3.645947949
1437	3.645795018
1438	3.645387745
1439	3.645255522
1440	3.645068181
1441	3.644822178
1442	3.64463738
1443	3.644394119
1444	3.644148561
1445	3.643990989
1446	3.643809623
1447	3.6435954
1448	3.643396541
1449	3.643168506
1450	3.642948469
1451	3.642784788
1452	3.642530977
1453	3.642404998
1454	3.642184248
1455	3.642015822
1456	3.641863839
1457	3.641691145
1458	3.641540685
1459	3.641308056
1460	3.641034424
1461	3.640881524
1462	3.64053098
1463	3.640323613
1464	3.640088818
1465	3.639914147
1466	3.639654884
1467	3.639417609
1468	3.639176908
1469	3.6389809
1470	3.63865247
1471	3.638485215
1472	3.638243853
1473	3.638048588
1474	3.637875256
1475	3.63771847
1476	3.637540981
1477	3.63732183
1478	3.637166947
1479	3.636959417
1480	3.636667565
1481	3.636509781
1482	3.63631442
1483	3.636153298
1484	3.636023913
1485	3.635737119
1486	3.635584693
1487	3.635271099
1488	3.635086461
1489	3.63495455
1490	3.634492321
1491	3.634305991
1492	3.634139227
1493	3.633943261
1494	3.633692625
1495	3.633500228
1496	3.63327349
1497	3.633106298
1498	3.632922344
1499	3.632711174
1500	3.632539041
1501	3.632309217
1502	3.632064108
1503	3.631846969
1504	3.631633254
1505	3.631493969
1506	3.631326237
1507	3.631201563
1508	3.631014626
1509	3.630902563
1510	3.630662357
1511	3.630421086
1512	3.630267194
1513	3.630032785
1514	3.629851747
1515	3.629700249
1516	3.629544286
1517	3.629374166
1518	3.629148219
1519	3.628926895
1520	3.628681744
1521	3.628474443
1522	3.628332234
1523	3.628134566
1524	3.627941211
1525	3.627726914
1526	3.627517253
1527	3.627099406
1528	3.626885004
1529	3.626680319
1530	3.626568226
1531	3.626308349
1532	3.626150662
1533	3.626002232
1534	3.625775197
1535	3.625629591
1536	3.62546286
1537	3.625078414
1538	3.624937079
1539	3.624762703
1540	3.624518414
1541	3.624369932
1542	3.624220057
1543	3.624005653
1544	3.623815178
1545	3.623631015
1546	3.623423004
1547	3.623253096
1548	3.623053676
1549	3.622864236
1550	3.622705611
1551	3.622445551
1552	3.622330187
1553	3.622142029
1554	3.621991321
1555	3.621696514
1556	3.621503348
1557	3.621269412
1558	3.621061597
1559	3.620815905
1560	3.620607227
1561	3.620456884
1562	3.620291263
1563	3.620123296
1564	3.6199036
1565	3.619740919
1566	3.61955684
1567	3.619348588
1568	3.619173211
1569	3.618982195
1570	3.618820281
1571	3.618699968
1572	3.6185378
1573	3.618371436
1574	3.618177791
1575	3.61793608
1576	3.617719434
1577	3.617466851
1578	3.617226157
1579	3.617058768
1580	3.616886625
1581	3.616747988
1582	3.616640703
1583	3.616528759
1584	3.616314115
1585	3.616202576
1586	3.615906293
1587	3.615763099
1588	3.615476103
1589	3.615285174
1590	3.615119243
1591	3.614937847
1592	3.61481646
1593	3.614692499
1594	3.614549915
1595	3.614411502
1596	3.614187218
1597	3.614033869
1598	3.613825908
1599	3.613603205
1600	3.613360728
1601	3.613140948
1602	3.612988856
1603	3.612784898
1604	3.612637321
1605	3.612443162
1606	3.612302657
1607	3.612121341
1608	3.611944409
1609	3.611827444
1610	3.611640823
1611	3.611479718
1612	3.611360227
1613	3.611208315
1614	3.611049565
1615	3.610797148
1616	3.61063544
1617	3.610447793
1618	3.610318579
1619	3.610105311
1620	3.60993821
1621	3.609735104
1622	3.609488877
1623	3.609267712
1624	3.609040442
1625	3.608827477
1626	3.608662144
1627	3.608515618
1628	3.608226398
1629	3.607952856
1630	3.607819393
1631	3.607647061
1632	3.607478105
1633	3.607240766
1634	3.607007157
1635	3.60680772
1636	3.606581176
1637	3.606344508
1638	3.6061611
1639	3.606030558
1640	3.605800394
1641	3.605674584
1642	3.60543728
1643	3.605276961
1644	3.605132643
1645	3.604794871
1646	3.604603638
1647	3.604447005
1648	3.604221352
1649	3.604053092
1650	3.603884619
1651	3.603768018
1652	3.603505235
1653	3.603387958
1654	3.603276944
1655	3.60306441
1656	3.602948911
1657	3.602831436
1658	3.602710493
1659	3.602580947
1660	3.602253507
1661	3.602061068
1662	3.601875174
1663	3.601748466
